text,label,lang
ShopNow సపోర్ట్: పాస్‌వర్డ్ రీసెట్ కోడ్ 555844 నమోదు చేయండి.,1,te
UniPay: ಭದ್ರತಾ ಪರಿಶೀಲನೆಗಾಗಿ ಫೋನ್ ಪರಿಶೀಲಿಸಿ—ಈಗಲೇ [ಕೊಂಡಿ] ನೋಡಿ.,1,kn
ಸಂಶಯಾಸ್ಪದ ಲಾಗಿನ್; 10 ನಿಮಿಷದಲ್ಲಿ ದೃಢೀಕರಿಸದಿದ್ದರೆ ಖಾತೆ ಬ್ಲಾಕ್ ಆಗುತ್ತದೆ.,1,kn
PayKart వాలెట్ లో ₹799 బ్లాక్; విడుదలకు OTP పంపండి.,1,te
ನಾಳೆ ರಜೆ; ಕಚೇರಿ ಸೋಮವಾರದಿಂದ ತೆರೆಯುತ್ತದೆ.,0,kn
"ప్యాకేజ్ ఈ రోజు చేరుతుంది, డెలివరీ ఏజెంట్ కాల్ చేస్తాడు.",0,te
07-03-2025 को कार्ड उपयोग दिखा; यदि आपने नहीं किया तो [लिंक] पर रिपोर्ट करें।,1,hi
బహుమతి గెలిచారు! పొందడానికి [లింక్] ఓపెన్ చేసి వివరాలు ఇవ్వండి.,1,te
SIM ஸ்வாப் முயற்சி கண்டறியப்பட்டது; எண்ணை பாதுகாக்க [இணைப்பு] பாருங்கள்.,1,ta
"రిపోర్ట్ ఈమెయిల్ చేశాను, అందినట్టు చెప్పండి.",0,te
அங்கீகரிக்கப்படாத பரிவர்த்தனைகள் தடுக்கப்பட்டன; உறுதிப்படுத்த OTP தேவை.,1,ta
21-10-2025 को कार्ड उपयोग दिखा; यदि आपने नहीं किया तो [लिंक] पर रिपोर्ट करें।,1,hi
"रिपोर्ट ईमेल कर दी है, प्राप्ति बताएं।",0,hi
रिफंड प्राप्त करने के लिए OTP तुरंत साझा करें; देर होने पर अनुरोध रद्द होगा।,1,hi
BankSecure ವಾಲೆಟ್‌ನಲ್ಲಿ ₹1999 ಬ್ಲಾಕ್; ಬಿಡುಗಡೆಗೆ OTP ಕಳುಹಿಸಿ.,1,kn
eTax सपोर्ट: पासवर्ड रीसेट कोड 862736 दर्ज करें।,1,hi
மீட்டிங் இணைப்பு பின்னர் பகிரப்படும்.,0,ta
ShopNow వాలెట్ లో ₹3999 బ్లాక్; విడుదలకు OTP పంపండి.,1,te
ವರ್ಗದ ಸಮಯ ಬೆಳಿಗ್ಗೆ 10ರಿಂದ 11ರವರೆಗೆ.,0,kn
SIM స్వాప్ ప్రయత్నం గుర్తించింది; నంబర్ రక్షణకు [లింక్] చూడండి.,1,te
जन्मदिन की शुभकामनाएँ!,0,hi
SIM ஸ்வாப் முயற்சி கண்டறியப்பட்டது; எண்ணை பாதுகாக்க [இணைப்பு] பாருங்கள்.,1,ta
ಹುಟ್ಟುಹಬ್ಬದ ಶುಭಾಶಯಗಳು!,0,kn
आपका खाता अस्थायी रूप से निलंबित है; तुरंत सत्यापन हेतु [लिंक] खोलें।,1,hi
ಅನಧಿಕೃತ ವಹಿವಾಟು ತಡೆಗಟ್ಟಲಾಗಿದೆ; ದೃಢೀಕರಣಕ್ಕೆ OTP ಅಗತ್ಯ.,1,kn
मीटिंग लिंक बाद में साझा किया जाएगा.,0,hi
நாளை விடுமுறை; அலுவலகம் திங்கட்கிழமை திறக்கும்.,0,ta
"ప్యాకేజ్ ఈ రోజు చేరుతుంది, డెలివరీ ఏజెంట్ కాల్ చేస్తాడు.",0,te
మీటింగ్ ఈ రోజు సాయంత్రం 4కి కాన్ఫరెన్స్ రూం లో ఉంటుంది.,0,te
డెలివరీ నిలిపివేయబడింది; చిరునామా నిర్ధారణకు [లింక్] ఓపెన్ చేయండి.,1,te
"ವರದಿಯನ್ನು ಇಮೇಲ್ ಮಾಡಿದ್ದೇನೆ, ಸ್ವೀಕೃತಿ ತಿಳಿಸಿ.",0,kn
ShopNow KYC முழுமையில்லை; புதுப்பிக்க [இணைப்பு] செல்லவும்.,1,ta
வகுப்பு நேரம் காலை 10 முதல் 11 வரை.,0,ta
कक्षा का समय 10 से 11 बजे रहेगा।,0,hi
TeleServe వాలెట్ లో ₹1999 బ్లాక్; విడుదలకు OTP పంపండి.,1,te
"ప్యాకేజ్ ఈ రోజు చేరుతుంది, డెలివరీ ఏజెంట్ కాల్ చేస్తాడు.",0,te
வகுப்பு நேரம் காலை 10 முதல் 11 வரை.,0,ta
UniPay वॉलेट में ₹499 ब्लॉक है; रिलीज़ हेतु OTP साझा करें।,1,hi
ನಾಳೆಯ ಪ್ರೆಸೆಂಟೇಶನ್ ಅಂತಿಮ ಸ್ಲೈಡ್ ಪರಿಶೀಲಿಸಿ.,0,kn
வானிலை சீராக உள்ளது; பயண திட்டம் மாற்றமில்லை.,0,ta
"వాతావరణం బాగుంది, ప్రయాణం యథావిధిగా ఉంటుంది.",0,te
கிரிக்கெட் போட்டி மாலை ஆரம்பம்; நேரத்திற்கு வாருங்கள்.,0,ta
ShopNow वॉलेट में ₹1999 ब्लॉक है; रिलीज़ हेतु OTP साझा करें।,1,hi
SIM స్వాప్ ప్రయత్నం గుర్తించింది; నంబర్ రక్షణకు [లింక్] చూడండి.,1,te
"ప్యాకేజ్ ఈ రోజు చేరుతుంది, డెలివరీ ఏజెంట్ కాల్ చేస్తాడు.",0,te
eTax से सुरक्षा जाँच हेतु फ़ोन सत्यापित करें—अभी [लिंक] देखें।,1,hi
"రిపోర్ట్ ఈమెయిల్ చేశాను, అందినట్టు చెప్పండి.",0,te
BankSecure: பாதுகாப்பு சரிபார்ப்புக்கு ஃபோன் வெரிபை செய்யவும்—இப்போது [இணைப்பு] பாருங்கள்.,1,ta
eTax ಸಹಾಯವಾಣಿ: ಪಾಸ್‌ವರ್ಡ್ ಮರುಹೊಂದಿಸಲು ಕೋಡ್ 781298 ನಮೂದಿಸಿ.,1,kn
"क्रिकेट मैच शाम को शुरू होगा, समय पर आएँ।",0,hi
ಇನಾಮ ಗೆದ್ದಿದ್ದೀರಿ! ಪಡೆಯಲು [ಕೊಂಡಿ] ತೆರೆಯಿರಿ ಮತ್ತು ವಿವರ ಭರ್ತಿ ಮಾಡಿ.,1,kn
"ప్యాకేజ్ ఈ రోజు చేరుతుంది, డెలివరీ ఏజెంట్ కాల్ చేస్తాడు.",0,te
மீட்டிங் இணைப்பு பின்னர் பகிரப்படும்.,0,ta
SIM ಸ್ವಾಪ್ ಪ್ರಯತ್ನ ಪತ್ತೆ; ಸಂಖ್ಯೆಯನ್ನು ಸುರಕ್ಷಿತಗೊಳಿಸಲು [ಕೊಂಡಿ] ನೋಡಿ.,1,kn
ShopNow: பாதுகாப்பு சரிபார்ப்புக்கு ஃபோன் வெரிபை செய்யவும்—இப்போது [இணைப்பு] பாருங்கள்.,1,ta
"ரிப்போர்ட்டை மின்னஞ்சலில் அனுப்பியுள்ளேன், பெற்றதா சொல்லுங்கள்.",0,ta
SIM ஸ்வாப் முயற்சி கண்டறியப்பட்டது; எண்ணை பாதுகாக்க [இணைப்பு] பாருங்கள்.,1,ta
நாளைய பிரெஸண்டேஷன் கடைசி ஸ்லைடைச் சரிபார்க்கவும்.,0,ta
"कल छुट्टी है, ऑफिस सोमवार से खुलेगा।",0,hi
जन्मदिन की शुभकामनाएँ!,0,hi
మీ ఖాతా తాత్కాలికంగా నిలిపివేయబడింది; ధృవీకరణకు వెంటనే [లింక్] క్లిక్ చేయండి.,1,te
"कल छुट्टी है, ऑफिस सोमवार से खुलेगा।",0,hi
రేపటి ప్రెజెంటేషన్ చివరి స్లైడ్ చెక్ చేయండి.,0,te
"రిపోర్ట్ ఈమెయిల్ చేశాను, అందినట్టు చెప్పండి.",0,te
SIM स्वैप प्रयास पाया गया; नंबर सुरक्षित करने के लिए [लिंक] देखें।,1,hi
13-03-2025 அன்று கார்டு பயன்பாடு; அது நீங்கள் அல்ல என்றால் [இணைப்பு] மூலம் புகார் செய்யவும்.,1,ta
ஆவணங்கள் பிரிண்டரில் வைத்துள்ளேன்.,0,ta
"रिपोर्ट ईमेल कर दी है, प्राप्ति बताएं।",0,hi
తరగతి సమయం ఉదయం 10 నుంచి 11 వరకు.,0,te
పుట్టినరోజు శుభాకాంక్షలు!,0,te
जन्मदिन की शुभकामनाएँ!,0,hi
"मौसम साफ है, यात्रा योजना यथावत रहेगी।",0,hi
ShopNow வாலெட்டில் ₹3999 ப்ளாக்; வெளியிட OTP பகிரவும்.,1,ta
మీటింగ్ ఈ రోజు సాయంత్రం 4కి కాన్ఫరెన్స్ రూం లో ఉంటుంది.,0,te
பிறந்தநாள் நல்வாழ்த்துகள்!,0,ta
ShopNow உதவி மையம்: கடவுச்சொல் மீட்டமைக்க குறியீடு 781570 உள்ளிடவும்.,1,ta
பிறந்தநாள் நல்வாழ்த்துகள்!,0,ta
பிறந்தநாள் நல்வாழ்த்துகள்!,0,ta
SIM స్వాప్ ప్రయత్నం గుర్తించింది; నంబర్ రక్షణకు [లింక్] చూడండి.,1,te
रिफंड प्राप्त करने के लिए OTP तुरंत साझा करें; देर होने पर अनुरोध रद्द होगा।,1,hi
మీ ఖాతా తాత్కాలికంగా నిలిపివేయబడింది; ధృవీకరణకు వెంటనే [లింక్] క్లిక్ చేయండి.,1,te
"ಪ್ಯಾಕೇಜ್ ಇಂದು ಬರುತ್ತದೆ, ಡೆಲಿವರಿ ಏಜೆಂಟ್ ಕರೆ ಮಾಡುತ್ತಾರೆ.",0,kn
బహుమతి గెలిచారు! పొందడానికి [లింక్] ఓపెన్ చేసి వివరాలు ఇవ్వండి.,1,te
PayKart KYC ಅಪೂರ್ಣ; ನವೀಕರಣಕ್ಕೆ [ಕೊಂಡಿ] ಗೆ ಭೇಟಿ ನೀಡಿ.,1,kn
வெற்றி பெற்றீர்கள்! பெற [இணைப்பு] திறந்து விவரங்களை நிரப்பவும்.,1,ta
రేపటి ప్రెజెంటేషన్ చివరి స్లైడ్ చెక్ చేయండి.,0,te
कृपया कल की प्रस्तुति की अंतिम स्लाइड जाँच लें।,0,hi
ShopNow: ಭದ್ರತಾ ಪರಿಶೀಲನೆಗಾಗಿ ಫೋನ್ ಪರಿಶೀಲಿಸಿ—ಈಗಲೇ [ಕೊಂಡಿ] ನೋಡಿ.,1,kn
ಊಟದ ನಂತರ ತಂಡದ ಫೋಟೋ ಇದೆ.,0,kn
ನಾಳೆಯ ಪ್ರೆಸೆಂಟೇಶನ್ ಅಂತಿಮ ಸ್ಲೈಡ್ ಪರಿಶೀಲಿಸಿ.,0,kn
இன்று மாலை 4 மணிக்கு கூட்டம் கான்ஃபரன்ஸ் ரூமில் உள்ளது.,0,ta
సందేహాస్పద లాగిన్ గుర్తించాం; 10 నిమిషాల్లో నిర్ధారించకపోతే ఖాతా బ్లాక్ అవుతుంది.,1,te
உங்கள் கணக்கு தற்காலிகமாக முடக்கப்பட்டுள்ளது; சரிபார்க்க உடனே [இணைப்பு] திறக்கவும்.,1,ta
சந்தேகமான உள்நுழைவு; 10 நிமிடத்தில் உறுதிப்படுத்தாவிட்டால் கணக்கு முடக்கப்படும்.,1,ta
MobileCare: భద్రతా తనిఖీ కోసం ఫోన్ వెరిఫై చేయండి—ఇప్పుడే [లింక్] చూడండి.,1,te
"रिपोर्ट ईमेल कर दी है, प्राप्ति बताएं।",0,hi
21-09-2025 న కార్డ్ వినియోగం; మీరు కాకపోతే [లింక్] లో రిపోర్ట్ చేయండి.,1,te
"रिपोर्ट ईमेल कर दी है, प्राप्ति बताएं।",0,hi
मीटिंग लिंक बाद में साझा किया जाएगा.,0,hi
डिलिवरी रोकी गई; पता सत्यापित करने के लिए [लिंक] खोलें।,1,hi
बैठक आज शाम 4 बजे कॉन्फ्रेंस रूम में है।,0,hi
ಡಿಲಿವರಿ ಸ್ಥಗಿತ; ವಿಳಾಸ ದೃಢೀಕರಣಕ್ಕೆ [ಕೊಂಡಿ] ತೆರೆಯಿರಿ.,1,kn
SIM ஸ்வாப் முயற்சி கண்டறியப்பட்டது; எண்ணை பாதுகாக்க [இணைப்பு] பாருங்கள்.,1,ta
రేపు సెలవు; ఆఫీసు సోమవారం తెరుస్తాం.,0,te
நாளை விடுமுறை; அலுவலகம் திங்கட்கிழமை திறக்கும்.,0,ta
कक्षा का समय 10 से 11 बजे रहेगा।,0,hi
ರಿಫಂಡ್ ಪಡೆಯಲು ಕೂಡಲೇ OTP ಹಂಚಿ; ವಿಳಂಬವಾದರೆ ವಿನಂತಿ ರದ್ದು.,1,kn
கிரிக்கெட் போட்டி மாலை ஆரம்பம்; நேரத்திற்கு வாருங்கள்.,0,ta
कक्षा का समय 10 से 11 बजे रहेगा।,0,hi
அங்கீகரிக்கப்படாத பரிவர்த்தனைகள் தடுக்கப்பட்டன; உறுதிப்படுத்த OTP தேவை.,1,ta
తరగతి సమయం ఉదయం 10 నుంచి 11 వరకు.,0,te
जन्मदिन की शुभकामनाएँ!,0,hi
PayKart KYC ಅಪೂರ್ಣ; ನವೀಕರಣಕ್ಕೆ [ಕೊಂಡಿ] ಗೆ ಭೇಟಿ ನೀಡಿ.,1,kn
வகுப்பு நேரம் காலை 10 முதல் 11 வரை.,0,ta
ShopNow KYC ಅಪೂರ್ಣ; ನವೀಕರಣಕ್ಕೆ [ಕೊಂಡಿ] ಗೆ ಭೇಟಿ ನೀಡಿ.,1,kn
ವರ್ಗದ ಸಮಯ ಬೆಳಿಗ್ಗೆ 10ರಿಂದ 11ರವರೆಗೆ.,0,kn
UniPay सपोर्ट: पासवर्ड रीसेट कोड 425301 दर्ज करें।,1,hi
ஆவணங்கள் பிரிண்டரில் வைத்துள்ளேன்.,0,ta
ನಾಳೆ ರಜೆ; ಕಚೇರಿ ಸೋಮವಾರದಿಂದ ತೆರೆಯುತ್ತದೆ.,0,kn
ಇಂದು ಸಂಜೆ 4ಕ್ಕೆ ಸಭೆ ಕಾಂಫರೆನ್ಸ್ ರೂಮ್ ನಲ್ಲಿ ಇದೆ.,0,kn
வெற்றி பெற்றீர்கள்! பெற [இணைப்பு] திறந்து விவரங்களை நிரப்பவும்.,1,ta
డెలివరీ నిలిపివేయబడింది; చిరునామా నిర్ధారణకు [లింక్] ఓపెన్ చేయండి.,1,te
డెలివరీ నిలిపివేయబడింది; చిరునామా నిర్ధారణకు [లింక్] ఓపెన్ చేయండి.,1,te
கிரிக்கெட் போட்டி மாலை ஆரம்பம்; நேரத்திற்கு வாருங்கள்.,0,ta
"క్రికెట్ మ్యాచ్ సాయంత్రం మొదలవుతుంది, సమయానికి రండి.",0,te
பிறந்தநாள் நல்வாழ்த்துகள்!,0,ta
कृपया कल की प्रस्तुति की अंतिम स्लाइड जाँच लें।,0,hi
UniPay KYC முழுமையில்லை; புதுப்பிக்க [இணைப்பு] செல்லவும்.,1,ta
ShopNow ವಾಲೆಟ್‌ನಲ್ಲಿ ₹1999 ಬ್ಲಾಕ್; ಬಿಡುಗಡೆಗೆ OTP ಕಳುಹಿಸಿ.,1,kn
రేపు సెలవు; ఆఫీసు సోమవారం తెరుస్తాం.,0,te
09-02-2025 ರಂದು ಕಾರ್ಡ್ ಬಳಕೆ ಪತ್ತೆ; ನಿಮ್ಮದು ಅಲ್ಲದಿದ್ದರೆ [ಕೊಂಡಿ] ನಲ್ಲಿ ವರದಿ ಮಾಡಿ.,1,kn
తరగతి సమయం ఉదయం 10 నుంచి 11 వరకు.,0,te
நாளைய பிரெஸண்டேஷன் கடைசி ஸ்லைடைச் சரிபார்க்கவும்.,0,ta
"క్రికెట్ మ్యాచ్ సాయంత్రం మొదలవుతుంది, సమయానికి రండి.",0,te
"ವರದಿಯನ್ನು ಇಮೇಲ್ ಮಾಡಿದ್ದೇನೆ, ಸ್ವೀಕೃತಿ ತಿಳಿಸಿ.",0,kn
ನಿಮ್ಮ ಖಾತೆ ತಾತ್ಕಾಲಿಕವಾಗಿ ಸ್ಥಗಿತಗೊಂಡಿದೆ; ಪರಿಶೀಲನೆಗೆ ತಕ್ಷಣ [ಕೊಂಡಿ] ಒತ್ತಿ.,1,kn
06-05-2025 ರಂದು ಕಾರ್ಡ್ ಬಳಕೆ ಪತ್ತೆ; ನಿಮ್ಮದು ಅಲ್ಲದಿದ್ದರೆ [ಕೊಂಡಿ] ನಲ್ಲಿ ವರದಿ ಮಾಡಿ.,1,kn
कक्षा का समय 10 से 11 बजे रहेगा।,0,hi
டெலிவரி நிறுத்தப்பட்டது; முகவரியை உறுதிப்படுத்த [இணைப்பு] திறக்கவும்.,1,ta
ரீஃபண்ட் பெற OTP உடனடியாக பகிரவும்; தாமதம் ஆனால் கோரிக்கை ரத்து.,1,ta
SIM స్వాప్ ప్రయత్నం గుర్తించింది; నంబర్ రక్షణకు [లింక్] చూడండి.,1,te
eTax வாலெட்டில் ₹2499 ப்ளாக்; வெளியிட OTP பகிரவும்.,1,ta
अनधिकृत लेनदेन रोके गए; पुष्टि के लिए OTP भेजें।,1,hi
SIM स्वैप प्रयास पाया गया; नंबर सुरक्षित करने के लिए [लिंक] देखें।,1,hi
आपका खाता अस्थायी रूप से निलंबित है; तुरंत सत्यापन हेतु [लिंक] खोलें।,1,hi
మీటింగ్ ఈ రోజు సాయంత్రం 4కి కాన్ఫరెన్స్ రూం లో ఉంటుంది.,0,te
ಅನಧಿಕೃತ ವಹಿವಾಟು ತಡೆಗಟ್ಟಲಾಗಿದೆ; ದೃಢೀಕರಣಕ್ಕೆ OTP ಅಗತ್ಯ.,1,kn
मीटिंग लिंक बाद में साझा किया जाएगा.,0,hi
డాక్యుమెంట్లు ప్రింటర్ పై ఉంచాను.,0,te
பிறந்தநாள் நல்வாழ்த்துகள்!,0,ta
"रिपोर्ट ईमेल कर दी है, प्राप्ति बताएं।",0,hi
సందేహాస్పద లాగిన్ గుర్తించాం; 10 నిమిషాల్లో నిర్ధారించకపోతే ఖాతా బ్లాక్ అవుతుంది.,1,te
రేపు సెలవు; ఆఫీసు సోమవారం తెరుస్తాం.,0,te
MobileCare से सुरक्षा जाँच हेतु फ़ोन सत्यापित करें—अभी [लिंक] देखें।,1,hi
రేపు సెలవు; ఆఫీసు సోమవారం తెరుస్తాం.,0,te
అనధికార లావాదేవీలు ఆపబడ్డాయి; నిర్ధారణకు OTP అవసరం.,1,te
ಸಭೆಯ ಲಿಂಕ್ ನಂತರ ಹಂಚಲಾಗುತ್ತದೆ.,0,kn
வெற்றி பெற்றீர்கள்! பெற [இணைப்பு] திறந்து விவரங்களை நிரப்பவும்.,1,ta
eTax வாலெட்டில் ₹1299 ப்ளாக்; வெளியிட OTP பகிரவும்.,1,ta
अनधिकृत लेनदेन रोके गए; पुष्टि के लिए OTP भेजें।,1,hi
ரீஃபண்ட் பெற OTP உடனடியாக பகிரவும்; தாமதம் ஆனால் கோரிக்கை ரத்து.,1,ta
"ಪ್ಯಾಕೇಜ್ ಇಂದು ಬರುತ್ತದೆ, ಡೆಲಿವರಿ ಏಜೆಂಟ್ ಕರೆ ಮಾಡುತ್ತಾರೆ.",0,kn
03-07-2025 న కార్డ్ వినియోగం; మీరు కాకపోతే [లింక్] లో రిపోర్ట్ చేయండి.,1,te
डिलिवरी रोकी गई; पता सत्यापित करने के लिए [लिंक] खोलें।,1,hi
డాక్యుమెంట్లు ప్రింటర్ పై ఉంచాను.,0,te
"ప్యాకేజ్ ఈ రోజు చేరుతుంది, డెలివరీ ఏజెంట్ కాల్ చేస్తాడు.",0,te
ದಾಖಲೆಗಳು ಪ್ರಿಂಟರ್ ಮೇಲೆ ಇವೆ.,0,kn
रिफंड प्राप्त करने के लिए OTP तुरंत साझा करें; देर होने पर अनुरोध रद्द होगा।,1,hi
ಇನಾಮ ಗೆದ್ದಿದ್ದೀರಿ! ಪಡೆಯಲು [ಕೊಂಡಿ] ತೆರೆಯಿರಿ ಮತ್ತು ವಿವರ ಭರ್ತಿ ಮಾಡಿ.,1,kn
"రిపోర్ట్ ఈమెయిల్ చేశాను, అందినట్టు చెప్పండి.",0,te
நாளை விடுமுறை; அலுவலகம் திங்கட்கிழமை திறக்கும்.,0,ta
"ரிப்போர்ட்டை மின்னஞ்சலில் அனுப்பியுள்ளேன், பெற்றதா சொல்லுங்கள்.",0,ta
"క్రికెట్ మ్యాచ్ సాయంత్రం మొదలవుతుంది, సమయానికి రండి.",0,te
పుట్టినరోజు శుభాకాంక్షలు!,0,te
రేపు సెలవు; ఆఫీసు సోమవారం తెరుస్తాం.,0,te
பிறந்தநாள் நல்வாழ்த்துகள்!,0,ta
ShopNow KYC अधूरा है; अपडेट हेतु [लिंक] पर जाएँ।,1,hi
"मौसम साफ है, यात्रा योजना यथावत रहेगी।",0,hi
ரீஃபண்ட் பெற OTP உடனடியாக பகிரவும்; தாமதம் ஆனால் கோரிக்கை ரத்து.,1,ta
రేపు సెలవు; ఆఫీసు సోమవారం తెరుస్తాం.,0,te
28-10-2025 న కార్డ్ వినియోగం; మీరు కాకపోతే [లింక్] లో రిపోర్ట్ చేయండి.,1,te
MobileCare KYC అసంపూర్తి; నవీకరణకు [లింక్] సందర్శించండి.,1,te
మీటింగ్ ఈ రోజు సాయంత్రం 4కి కాన్ఫరెన్స్ రూం లో ఉంటుంది.,0,te
டெலிவரி நிறுத்தப்பட்டது; முகவரியை உறுதிப்படுத்த [இணைப்பு] திறக்கவும்.,1,ta
रिफंड प्राप्त करने के लिए OTP तुरंत साझा करें; देर होने पर अनुरोध रद्द होगा।,1,hi
తరగతి సమయం ఉదయం 10 నుంచి 11 వరకు.,0,te
रिफंड प्राप्त करने के लिए OTP तुरंत साझा करें; देर होने पर अनुरोध रद्द होगा।,1,hi
"रिपोर्ट ईमेल कर दी है, प्राप्ति बताएं।",0,hi
ಹುಟ್ಟುಹಬ್ಬದ ಶುಭಾಶಯಗಳು!,0,kn
"क्रिकेट मैच शाम को शुरू होगा, समय पर आएँ।",0,hi
बैठक आज शाम 4 बजे कॉन्फ्रेंस रूम में है।,0,hi
कृपया कल की प्रस्तुति की अंतिम स्लाइड जाँच लें।,0,hi
"రిపోర్ట్ ఈమెయిల్ చేశాను, అందినట్టు చెప్పండి.",0,te
ಹವಾಮಾನ ಶುಭ; ಪ್ರಯಾಣ ಯೋಜನೆ ಮುಂದುವರೆಯುತ್ತದೆ.,0,kn
TeleServe: భద్రతా తనిఖీ కోసం ఫోన్ వెరిఫై చేయండి—ఇప్పుడే [లింక్] చూడండి.,1,te
ಸಭೆಯ ಲಿಂಕ್ ನಂತರ ಹಂಚಲಾಗುತ್ತದೆ.,0,kn
డాక్యుమెంట్లు ప్రింటర్ పై ఉంచాను.,0,te
கிரிக்கெட் போட்டி மாலை ஆரம்பம்; நேரத்திற்கு வாருங்கள்.,0,ta
లంచ్ తరువాత టీమ్ ఫోటో ఉంటుంది.,0,te
MobileCare से सुरक्षा जाँच हेतु फ़ोन सत्यापित करें—अभी [लिंक] देखें।,1,hi
MobileCare సపోర్ట్: పాస్‌వర్డ్ రీసెట్ కోడ్ 833337 నమోదు చేయండి.,1,te
"कल छुट्टी है, ऑफिस सोमवार से खुलेगा।",0,hi
इनाम जीत चुके हैं! पाने के लिए [लिंक] खोलें और विवरण भरें।,1,hi
इनाम जीत चुके हैं! पाने के लिए [लिंक] खोलें और विवरण भरें।,1,hi
డాక్యుమెంట్లు ప్రింటర్ పై ఉంచాను.,0,te
ನಿಮ್ಮ ಖಾತೆ ತಾತ್ಕಾಲಿಕವಾಗಿ ಸ್ಥಗಿತಗೊಂಡಿದೆ; ಪರಿಶೀಲನೆಗೆ ತಕ್ಷಣ [ಕೊಂಡಿ] ಒತ್ತಿ.,1,kn
TeleServe వాలెట్ లో ₹1299 బ్లాక్; విడుదలకు OTP పంపండి.,1,te
அங்கீகரிக்கப்படாத பரிவர்த்தனைகள் தடுக்கப்பட்டன; உறுதிப்படுத்த OTP தேவை.,1,ta
రిఫండ్ పొందడానికి OTP వెంటనే పంపండి; ఆలస్యం అయితే అభ్యర్థన రద్దు.,1,te
UniPay KYC ಅಪೂರ್ಣ; ನವೀಕರಣಕ್ಕೆ [ಕೊಂಡಿ] ಗೆ ಭೇಟಿ ನೀಡಿ.,1,kn
06-03-2025 న కార్డ్ వినియోగం; మీరు కాకపోతే [లింక్] లో రిపోర్ట్ చేయండి.,1,te
"रिपोर्ट ईमेल कर दी है, प्राप्ति बताएं।",0,hi
ಊಟದ ನಂತರ ತಂಡದ ಫೋಟೋ ಇದೆ.,0,kn
"ரிப்போர்ட்டை மின்னஞ்சலில் அனுப்பியுள்ளேன், பெற்றதா சொல்லுங்கள்.",0,ta
लंच के बाद टीम फोटो लिया जाएगा।,0,hi
SIM ಸ್ವಾಪ್ ಪ್ರಯತ್ನ ಪತ್ತೆ; ಸಂಖ್ಯೆಯನ್ನು ಸುರಕ್ಷಿತಗೊಳಿಸಲು [ಕೊಂಡಿ] ನೋಡಿ.,1,kn
"पैकेज आज पहुँचेगा, डिलीवरी एजेंट कॉल करेगा।",0,hi
ಸಂಶಯಾಸ್ಪದ ಲಾಗಿನ್; 10 ನಿಮಿಷದಲ್ಲಿ ದೃಢೀಕರಿಸದಿದ್ದರೆ ಖಾತೆ ಬ್ಲಾಕ್ ಆಗುತ್ತದೆ.,1,kn
SIM స్వాప్ ప్రయత్నం గుర్తించింది; నంబర్ రక్షణకు [లింక్] చూడండి.,1,te
పుట్టినరోజు శుభాకాంక్షలు!,0,te
कृपया कल की प्रस्तुति की अंतिम स्लाइड जाँच लें।,0,hi
ನಾಳೆ ರಜೆ; ಕಚೇರಿ ಸೋಮವಾರದಿಂದ ತೆರೆಯುತ್ತದೆ.,0,kn
अनधिकृत लेनदेन रोके गए; पुष्टि के लिए OTP भेजें।,1,hi
ಅನಧಿಕೃತ ವಹಿವಾಟು ತಡೆಗಟ್ಟಲಾಗಿದೆ; ದೃಢೀಕರಣಕ್ಕೆ OTP ಅಗತ್ಯ.,1,kn
UniPay KYC ಅಪೂರ್ಣ; ನವೀಕರಣಕ್ಕೆ [ಕೊಂಡಿ] ಗೆ ಭೇಟಿ ನೀಡಿ.,1,kn
ವರ್ಗದ ಸಮಯ ಬೆಳಿಗ್ಗೆ 10ರಿಂದ 11ರವರೆಗೆ.,0,kn
மதிய உணவுக்குப் பிறகு குழு புகைப்படம் இருக்கும்.,0,ta
PayKart से सुरक्षा जाँच हेतु फ़ोन सत्यापित करें—अभी [लिंक] देखें।,1,hi
మీ ఖాతా తాత్కాలికంగా నిలిపివేయబడింది; ధృవీకరణకు వెంటనే [లింక్] క్లిక్ చేయండి.,1,te
பிறந்தநாள் நல்வாழ்த்துகள்!,0,ta
07-01-2025 ರಂದು ಕಾರ್ಡ್ ಬಳಕೆ ಪತ್ತೆ; ನಿಮ್ಮದು ಅಲ್ಲದಿದ್ದರೆ [ಕೊಂಡಿ] ನಲ್ಲಿ ವರದಿ ಮಾಡಿ.,1,kn
நாளை விடுமுறை; அலுவலகம் திங்கட்கிழமை திறக்கும்.,0,ta
SIM स्वैप प्रयास पाया गया; नंबर सुरक्षित करने के लिए [लिंक] देखें।,1,hi
డాక్యుమెంట్లు ప్రింటర్ పై ఉంచాను.,0,te
ShopNow KYC ಅಪೂರ್ಣ; ನವೀಕರಣಕ್ಕೆ [ಕೊಂಡಿ] ಗೆ ಭೇಟಿ ನೀಡಿ.,1,kn
"मौसम साफ है, यात्रा योजना यथावत रहेगी।",0,hi
ಸಂಶಯಾಸ್ಪದ ಲಾಗಿನ್; 10 ನಿಮಿಷದಲ್ಲಿ ದೃಢೀಕರಿಸದಿದ್ದರೆ ಖಾತೆ ಬ್ಲಾಕ್ ಆಗುತ್ತದೆ.,1,kn
"రిపోర్ట్ ఈమెయిల్ చేశాను, అందినట్టు చెప్పండి.",0,te
"रिपोर्ट ईमेल कर दी है, प्राप्ति बताएं।",0,hi
